Patronyme,patronyme_prepare
JEAN CLAUDE CASADESUS,JEAN CLAUDE CASADESUS
NOTRE DAME DE TREMINOU,NOTRE DAME DE TREMINOU
LA HAYE RENAUD,LA HAYE RENAUD
LOUIS BREHAULT,LOUIS BREHAULT
NOTRE DAME DE JOVENCE,NOTRE DAME DE JOVENCE
ECOLE DES SEPT LOUPS,DES SEPT LOUPS
NOTRE DAME DU VIEUX COURS,NOTRE DAME DU VIEUX COURS
AR MILAD,AR MILAD
STE MARIE PIE X,STE MARIE PIE X
LA CLAIE,LA CLAIE
AURON-FERNAULT,AURONFERNAULT
PAUL ARNAULT,PAUL ARNAULT
MAURICE CARON,MAURICE CARON
MAURICE FANON,MAURICE FANON
PONT SOUS GALLARDON,PONT SOUS GALLARDON
BUISSON-MOLIERE,BUISSONMOLIERE
FLAUBERT,FLAUBERT
COUSSE,COUSSE
IKASTOLA BASABURUA,IKASTOLA BASABURUA
ARROKAGARAI IKASTOLA,ARROKAGARAI IKASTOLA
LES 2 TILLEULS,LES 2 TILLEULS
ARMAND FRANCOIS,ARMAND FRANCOIS
SAINT-LOUP-DE-NAUD,SAINTLOUPDENAUD
LA BUTTE AUX BERGERS,LA BUTTE AUX BERGERS
LA CHARMOYE,LA CHARMOYE
VIEUX-CHAMPAGNE,VIEUXCHAMPAGNE
POMAREDE,POMAREDE
ANDRE CABIRAN,ANDRE CABIRAN
LE PONTET,LE PONTET
LES PETITS GALOPINS,LES PETITS GALOPINS
RENEE LACOUDE,RENEE LACOUDE
MENESTEROL,MENESTEROL
ABEL LAVIALE,ABEL LAVIALE
ST MICHEL ST PIERRE,ST MICHEL ST PIERRE
CAYRAS,CAYRAS
BOUILLERCE,BOUILLERCE
LA JALOUSTRE,LA JALOUSTRE
LES TROIS HAMEAUX,LES TROIS HAMEAUX
PIERRE LE TRIVIDIC,PIERRE LE TRIVIDIC
HENRY BREVIERE,HENRY BREVIERE
MARTAINVILLE,MARTAINVILLE
BELCINAC,BELCINAC
CHANTEPIE,CHANTEPIE
L'ECOLE DE LA FORET,L' DE LA FORET
FIN D OISE,FIN D OISE
CLOS MARTIN,CLOS MARTIN
GERARD REILLON,GERARD REILLON
LYCEE FRANCO ALLEMAND,LYCEE FRANCO ALLEMAND
PRE ST JEAN,PRE ST JEAN
L'ARLEQUIN,L'ARLEQUIN
FRANCOIS DESNOYER,FRANCOIS DESNOYER
FRANCOIS ROZES,FRANCOIS ROZES
LAPANOUSE,LAPANOUSE
LE CRES-ALBERT SEGUIER,LE CRESALBERT SEGUIER
DE VICTOR,DE VICTOR
NICOLAS POUSSIN,NICOLAS POUSSIN
LOUIS FILLOL,LOUIS FILLOL
LES PERSEIDES,LES PERSEIDES
JOCELYNE GRIVET,JOCELYNE GRIVET
SOREMONT,SOREMONT
ROGER SALENGRO PRIMAIRE,ROGER SALENGRO 
JEAN RAVON ELEMENTAIRE,JEAN RAVON 
AM STRAM GRAM,AM STRAM GRAM
LAMENTIN D -  PLACE D'ARMES,LAMENTIN D   PLACE D'ARMES
ECHAT MOIRABOU,ECHAT MOIRABOU
M. ALI BACO CHABA,M. ALI BACO CHABA
MAJICAVO KOROPA 1,MAJICAVO KOROPA 1
MAJICAVO KOROPA MATERNELLE,MAJICAVO KOROPA 
MARAICHER ELEMENTAIRE,MARAICHER 
VAHIBE 1,VAHIBE 1
PASSAMAINTY 2 STADE MATERNELLE,PASSAMAINTY 2 STADE 
KAWENI 3 STADE,KAWENI 3 STADE
ANNEXE ELEMENTAIRE,ANNEXE 
HELENE MOULIN,HELENE MOULIN
SAINT GERMAIN DU CRIOULT,SAINT GERMAIN DU CRIOULT
EDMOND LEJEUNE,EDMOND LEJEUNE
AMFREVILLE LA CAMPAGNE,AMFREVILLE LA CAMPAGNE
GUY DE MAUPASSANT BRETEUIL,GUY DE MAUPASSANT BRETEUIL
LA GUEROULDE,LA GUEROULDE
FRANCOISE AGUILLON,FRANCOISE AGUILLON
NOTRE DAME SAINT MARTIN,NOTRE DAME SAINT MARTIN
R.P.I.  CASSINI,R.P.I.  CASSINI
R.P.I. 24 RUE EDMOND CHARLOT,R.P.I. 24 RUE EDMOND CHARLOT
AU FIL DU RHONNE,AU FIL DU RHONNE
DEBOUTE,DEBOUTE
LES DEUX LAYS,LES DEUX LAYS
L'ANGELMIERE,L'ANGELMIERE
AMIRAL MERVEILLEUX DU VIGNAUX,AMIRAL MERVEILLEUX DU VIGNAUX
ANNEXE ESPE,ANNEXE ESPE
LES ARCHES,LES ARCHES
EGUILLES,EGUILLES
MAURICE GOUIN,MAURICE GOUIN
ABEILLE,ABEILLE
REPUBLIQUE-MOISSON,REPUBLIQUEMOISSON
ANTOINE DE RUFFI,ANTOINE DE RUFFI
LOUIS BOTINELLY,LOUIS BOTINELLY
MICHELET FOCH,MICHELET FOCH
BOMPARD,BOMPARD
COIN JOLI-SEVIGNE,COIN JOLISEVIGNE
SAINT LOUP CHANTEPERDRIX,SAINT LOUP CHANTEPERDRIX
CAPELETTE CURTEL,CAPELETTE CURTEL
CAPELETTE LAUGIER,CAPELETTE LAUGIER
ROSE ST THEODORE,ROSE ST THEODORE
ZAC CHATEAU GOMBERT,ZAC CHATEAU GOMBERT
SAINT ANDRE CASTELLANE,SAINT ANDRE CASTELLANE
FONT SARADE,FONT SARADE
MEYRARGUES,MEYRARGUES
BORGHEAS,BORGHEAS
FULCONIS,FULCONIS
AIGUINES,AIGUINES
ECOLE MATERNELLE L'ESPELIDOU,L'ESPELIDOU
EMILE MALSERT 2,EMILE MALSERT 2
PIGNANS 2,PIGNANS 2
VERQUIERES,VERQUIERES
VIGNETTES (LES),VIGNETTES (LES)
ANCELLE,ANCELLE
GUILLESTRE,GUILLESTRE
VALSERRES,VALSERRES
EVE ET MARIE CURIE,EVE ET MARIE CURIE
CASTIL BLAZE,CASTIL BLAZE
H.P.GIRARD - SERRAIRES (LES),H.P.GIRARD  SERRAIRES (LES)
VARET MAT,VARET MAT
FONTAN,FONTAN
PHILIPE,PHILIPE
ROSES DE MAI MAT,ROSES DE MAI MAT
FLORETTE MAT (JEAN DE),FLORETTE MAT (JEAN DE)
OLIVIERS (LES),OLIVIERS (LES)
DELAHAYE MAT,DELAHAYE MAT
DEBRE MAT,DEBRE MAT
MERLE,MERLE
MADELEINE SUPERIEURE,MADELEINE SUPERIEURE
IMMACULEE CONCEPTION/A,IMMACULEE CONCEPTION/A
SACRE-COEUR/A,SACRECOEUR/A
L OISEAU LYRE,L OISEAU LYRE
EAU VIVE/S,EAU VIVE/S
SAINT-REMY-LA-VARENNE,SAINTREMYLAVARENNE
ROC EN VAL,ROC EN VAL
SAINT JOSEPH/A,SAINT JOSEPH/A
NOTRE-DAME/A,NOTREDAME/A
SAINT LOUIS/A,SAINT LOUIS/A
LES BLES D'OR,LES BLES D'OR
STE THERESE/A,STE THERESE/A
STE JEANNE D'ARC/A,STE JEANNE D'ARC/A
GREZILLE,GREZILLE
EDMOND GIRARD F,EDMOND GIRARD F
RAOUL CORBIN,RAOUL CORBIN
LES TROIS ORMES,LES TROIS ORMES
STE-MARIE/A,STEMARIE/A
SAINT VENANT/A,SAINT VENANT/A
SAINT JEAN/A,SAINT JEAN/A
ST LOUIS-ST JOSEPH/A,ST LOUISST JOSEPH/A
SAINT-JOSEPH/A,SAINTJOSEPH/A
SAINT NICOLAS/A,SAINT NICOLAS/A
LE PRIEURE/A,LE PRIEURE/A
DES FALUNS,DES FALUNS
ST FRANCOIS/A,ST FRANCOIS/A
GRAIN DE SOLEIL/A,GRAIN DE SOLEIL/A
LOUIS FERRAND/A,LOUIS FERRAND/A
JEANNE D ARC/A,JEANNE D ARC/A
LA MARELLE RPIC MONTFLOURS,LA MARELLE RPIC MONTFLOURS
R.P.I. ST GEORGES SUR ERVE,R.P.I. ST GEORGES SUR ERVE
A. LEFIZELLIER  R.P.I.C. LIVRE,A. LEFIZELLIER  R.P.I.C. LIVRE
ST JOSEPH - RPI LEVARE,ST JOSEPH  RPI LEVARE
ST LOUIS - STE MARIE BAZOUGES,ST LOUIS  STE MARIE BAZOUGES
RPI CONCENTRE ST FORT - CHATEA,RPI CON ST FORT  CHATEA
RPI DE L'E.R.V.E.,RPI DE L'E.R.V.E.
R.P.I.C BANNES,R.P.I.C BANNES
ST L. DE GONZAGUE RPI ARGENTON,ST L. DE GONZAGUE RPI ARGENTON
G.S. E. ET R. BADINTER,G.S. E. ET R. BADINTER
G.S. CHARLES PERRAULT,G.S. CHARLES PERRAULT
SAINT JOSEPH SAINTE MARIE,SAINT JOSEPH SAINTE MARIE
G.S. ANNIE FRATELLINI,G.S. ANNIE FRATELLINI
R.P.I. DEUX EVAILLES EX MONTOU,R.P.I. DEUX EVAILLES EX MONTOU
RPI CONCENTRE,RPI CON
R.P.I. BOUERE,R.P.I. BOUERE
R.P.I. LHOMME / CHAHAIGNES,R.P.I. LHOMME / CHAHAIGNES
R.P.I.  NOTRE PETIT MONDE,R.P.I.  NOTRE PETIT MONDE
GUY MOQUET -  GLONNIERES,GUY MOQUET   GLONNIERES
SAINT PAVIN,SAINT PAVIN
EPAU,EPAU
VILLARET,VILLARET
ROBINEAU / VOUVRAY SUR LOIR,ROBINEAU / VOUVRAY SUR LOIR
ROGER SUDRE,ROGER SUDRE
SAINT-EXUPERE,SAINTEXUPERE
DORTIS,DORTIS
JEAN DIEUZAIDE,JEAN DIEUZAIDE
PONTS JUMEAUX,PONTS JUMEAUX
ALPHAND,ALPHAND
GENEVIEVE DE GAULLE ANTHONIOZ,GENEVIEVE DE GAULLE ANTHONIOZ
JOLIMONT,JOLIMONT
ESCOLA CALANDRETA DE GARONETA,ESCOLA CALANDRETA DE GARONETA
CANTA LAOUZETTO,CANTA LAOUZETTO
AGOS VIDALOS,AGOS VIDALOS
ECOLE YVES BRUNO,YVES BRUNO
RPI LAFITOLE,RPI LAFITOLE
LANNEDARRE,LANNEDARRE
EPPU CARENNAC,EPPU CARENNAC
LA PARRINE,LA PARRINE
AUGERS-EN-BRIE,AUGERSENBRIE
CHAUMES-EN-BRIE,CHAUMESENBRIE
DU FIGUIER,DU FIGUIER
CORNÉLIUS,CORNÉLIUS
CALANDRETA DEL PASTEL,CALANDRETA DEL PASTEL
LE PALOISEL,LE PALOISEL
LA SIGOURRE,LA SIGOURRE
MOUZIEYS-TEULET,MOUZIEYSTEULET
COULOMMES,COULOMMES
LA PIERRE COUVEE,LA PIERRE COUVEE
DU VERGER DE LA THUILERIE,DU VERGER DE LA THUILERIE
FROMONT,FROMONT
CHEVANCE,CHEVANCE
VERLHAGUET,VERLHAGUET
LES TOUVENTS,LES TOUVENTS
LE PLESSIS-AUX-BOIS,LE PLESSISAUXBOIS
PIERRE STALDER,PIERRE STALDER
HENRI RIVIERE,HENRI RIVIERE
MARSAUDERIES,MARSAUDERIES
N-D.DE TOUTES AIDES,ND.DE TOUTES AIDES
ST CLAIR,ST CLAIR
ANATOLE DE MONZIE,ANATOLE DE MONZIE
CHAUVINIERE,CHAUVINIERE
ANGE GUEPIN EC OUVERTE,ANGE GUEPIN EC OUVERTE
BAUT,BAUT
LINOT,LINOT
RAGON,RAGON
LOUAN-VILLEGRUIS-FONTAINE,LOUANVILLEGRUISFONTAINE
LUZANCY,LUZANCY
ALAIN GROUPE 1,ALAIN GROUPE 1
PEINTRE GEROME,PEINTRE GEROME
A. RIMBAUD,A. RIMBAUD
MOUSSY-LE-VIEUX,MOUSSYLEVIEUX
SARMENTINE,SARMENTINE
GRUET 1,GRUET 1
NOTRE DAME DES LYS,NOTRE DAME DES LYS
ROUX CALMETTE,ROUX CALMETTE
SIDONIE TALABOT,SIDONIE TALABOT
MAURICE QUETTIER,MAURICE QUETTIER
MARIE JORAND,MARIE JORAND
L AGIOT,L AGIOT
NONNEVILLE 1,NONNEVILLE 1
PETITS ORMES I,PETITS ORMES I
ERNEST BIZET,ERNEST BIZET
JULES FERRY II,JULES FERRY II
MARCEL LAFITAN,MARCEL LAFITAN
ZULME PINOT,ZULME PINOT
ELOI JULENON,ELOI JULENON
FRANCOIS LACHARME,FRANCOIS LACHARME
CHARLES MICHELS,CHARLES MICHELS
DES BEAUMONTS,DES BEAUMONTS
ECOLE ELEMENTAIRE POUTRIN,POUTRIN
LES PITCHOUNETS,LES PITCHOUNETS
NOTRE DAME D'IZEL VOR,NOTRE DAME D'IZEL VOR
COAT PIN,COAT PIN
DES CRETES,DES CRETES
DU RHONE,DU RHONE
ETIENNE MULSANT,ETIENNE MULSANT
KATHERINE JOHNSON,KATHERINE JOHNSON
LES PETITS SARMENTS,LES PETITS SARMENTS
LES ATELIERS DE MATOUBA P-B,LES ATELIERS DE MATOUBA PB
STE URSULE / ST JOSEPH,STE URSULE / ST JOSEPH
URBINO-CAMPRASSE,URBINOCAMPRASSE
GUY DRAMORT,GUY DRAMORT
NOUVEAU WACAPOU,NOUVEAU WACAPOU
ELVINA LIXEF,ELVINA LIXEF
LEONIDE WEIMERT,LEONIDE WEIMERT
DE SINNAMARY,DE SINNAMARY
MARCELLE RENAUD,MARCELLE RENAUD
YVES BRES,YVES BRES
GR.SCOL.JOLIOT CURIE,GR.SCOL.JOLIOT CURIE
ANNE RAFFY,ANNE RAFFY
MAURICE HENRY,MAURICE HENRY
GEORGES SCHOULER,GEORGES SCHOULER
LHOMME-BENOIT,LHOMMEBENOIT
DU TILLET,DU TILLET
DOCTEUR A HAMMEL GRP. B,DOCTEUR A HAMMEL GRP. B
DE L'AVELON,DE L'AVELON
VILLARD TACON,VILLARD TACON
GEILLES,GEILLES
ECOLE PRIMAIRE SEBASTIEN CASTE,SEBASTIEN CASTE
A.M REVERCHON MATERNELLE,A.M REVERCHON 
PLACE DE L'ECOLE ELEMENTAIRE,PLACE DE L' 
LES TROIS COURS,LES TROIS COURS
LE FOULON,LE FOULON
ROBERT CHALANDRE,ROBERT CHALANDRE
MARCEL DUBUIS,MARCEL DUBUIS
TERRENOIRE BOURG PRIMAIRE,TERRENOIRE BOURG 
R.DU DAUPHINE PRIMAIRE,R.DU DAUPHINE 
PLACE PLANIL ELEMENTAIRE,PLACE PLANIL 
AL KINDI,AL KINDI
LA SOIE,LA SOIE
ST-SACREMENT-MAITRISE,STSACREMENTMAITRISE
APPLICATION,APPLICATION
L'ECOLE AUX MILLES COULEURS,L' AUX MILLES COULEURS
NICEPHORE NIEPCE,NICEPHORE NIEPCE
LECOURT (JEANNE),LECOURT (JEANNE)
EGLIGNY,EGLIGNY
CHAMPS FORTS,CHAMPS FORTS
FONTENAILLES,FONTENAILLES
MARIE-PAULE COURTOIS,MARIEPAULE COURTOIS
LES MONTILS,LES MONTILS
LA HAUTE-MAISON,LA HAUTEMAISON
ALEMBERT,ALEMBERT
MOISENAY,MOISENAY
LES ROCHES,LES ROCHES
SAINT-SIMEON,SAINTSIMEON
SEINE-PORT,SEINEPORT
LES BENJAMINS,LES BENJAMINS
RU DE MONTFORT,RU DE MONTFORT
BRISE ECHALAS,BRISE ECHALAS
LE LENDIT,LE LENDIT
LES MARLIERES,LES MARLIERES
R.E.V.E,R.E.V.E
HENRI CAHN,HENRI CAHN
DE MAILLE,DE MAILLE
LEO ORVILLE,LEO ORVILLE
LES PLANETES,LES PLANETES
LES ANTES,LES ANTES
LE PARC EST,LE PARC EST
MISS CAVELL,MISS CAVELL
PARC MONTALEAU,PARC MONTALEAU
REVEILLON,REVEILLON
TAOS AMROUCHE,TAOS AMROUCHE
LA MONTJOIE,LA MONTJOIE
VERT GALANT II,VERT GALANT II
JACQUES SOLOMON 2,JACQUES SOLOMON 2
LA FONTAINE CORNAILLE 1,LA FONTAINE CORNAILLE 1
ARIANE,ARIANE
BILLANCOURT,BILLANCOURT
LES ROCHERS,LES ROCHERS
GATHELOT,GATHELOT
LALLIER 1,LALLIER 1
CITE JARDINS,CITE JARDINS
PELLOUTIER,PELLOUTIER
MAKARENKO A,MAKARENKO A
NOTRE-DAME DE LORETTE,NOTREDAME DE LORETTE
BELLEVILLE EB,BELLEVILLE EB
ST LOUIS EN L'ISLE,ST LOUIS EN L'ISLE
D'ARTAGNAN,D'ARTAGNAN
BUFFON C,BUFFON C
FRANCOIS COPPEE K,FRANCOIS COPPEE K
SAINTE-MARIE DE SION,SAINTEMARIE DE SION
BELLEVILLE L,BELLEVILLE L
BOUVINES,BOUVINES
MARSOULAN A,MARSOULAN A
MONTEMPOIVRE,MONTEMPOIVRE
GERSON,GERSON
GUADELOUPE,GUADELOUPE
BRECHE AUX LOUPS,BRECHE AUX LOUPS
MARSOULAN,MARSOULAN
LONGUES RAIES,LONGUES RAIES
CHAT.DES RENTIERS,CHAT.DES RENTIERS
LA DIMANCHERIE,LA DIMANCHERIE
ECOLE DE TOURNEMIRE,DE TOURNEMIRE
L ETANG NEUF,L ETANG NEUF
J. COCTEAU,J. COCTEAU
INSTITUTION MOREAU,MOREAU
CHRISTIANI,CHRISTIANI
GENERAL BRUNET R,GENERAL BRUNET R
GOUBET,GOUBET
MARAICHERS,MARAICHERS
TLEMCEN,TLEMCEN
COUR DES NOUES,COUR DES NOUES
ROCHOPT,ROCHOPT
LUCIEN CLAUSE,LUCIEN CLAUSE
JACQUES DECOUR B,JACQUES DECOUR B
FOUILLEUSE,FOUILLEUSE
JULES VERNE B,JULES VERNE B
RICHOMME N,RICHOMME N
CLOYS,CLOYS
EUPATORIA,EUPATORIA
ARGENTEUIL,ARGENTEUIL
PAUL DUBOIS,PAUL DUBOIS
VICQ D'AZIR,VICQ D'AZIR
LAHIRE,LAHIRE
CHERNOVIZ,CHERNOVIZ
CAMBRAI,CAMBRAI
VAUGIRARD U,VAUGIRARD U
GLACIERE,GLACIERE
YABNE-HENRI SCHILLI,YABNEHENRI SCHILLI
VILLIERS,VILLIERS
HENRI GWOZDZ,HENRI GWOZDZ
EC. PRIMAIRE N-D LA PROVIDENCE,EC.  ND LA PROVIDENCE
GRAINS DE SABLE,GRAINS DE SABLE
TRAIT D UNION,TRAIT D UNION
LA BERTAMIERE,LA BERTAMIERE
ANTOINE DE LAVOISIER,ANTOINE DE LAVOISIER
RENE BUREAU,RENE BUREAU
VERNEUIL,VERNEUIL
LOUIS DE FUNES,LOUIS DE FUNES
ROCHECHOUART,ROCHECHOUART
ST BERNARD N,ST BERNARD N
REPUBLIQUE EB,REPUBLIQUE EB
LAMORICIERE EA,LAMORICIERE EA
REUILLY EA,REUILLY EA
TRAVERSIERE,TRAVERSIERE
L'IMMACULEE CONCEPTION,L'IMMACULEE CONCEPTION
PORTE D'IVRY M,PORTE D'IVRY M
DUNOIS L,DUNOIS L
JACQUIER,JACQUIER
ALESIA M,ALESIA M
SAINTE-ELISABETH DE PLAISANCE,SAINTEELISABETH DE PLAISANCE
TOMBE ISSOIRE,TOMBE ISSOIRE
DELAMBRE V,DELAMBRE V
THEODORE DECK,THEODORE DECK
VIOLET,VIOLET
DE LA SAIDA _ OLIVIER DE SERRE,DE LA SAIDA _ OLIVIER DE SERRE
VERSAILLES,VERSAILLES
E.I.B. LAMARTINE,E.I.B. LAMARTINE
ROSTROPOVITCH,ROSTROPOVITCH
BOURSAULT,BOURSAULT
PEREIRE D,PEREIRE D
BERNARD BUFFET,BERNARD BUFFET
RICHOMME,RICHOMME
GOUTTE D'OR J,GOUTTE D'OR J
SAINT-BERNARD SAINTE-MARIE,SAINTBERNARD SAINTEMARIE
JOSEPH DE MAISTRE,JOSEPH DE MAISTRE
PIERRE BUDIN,PIERRE BUDIN
GROUPE SCOLAIRE TRIANON,TRIANON
JEAN PEYROULET,JEAN PEYROULET
EUSEBE BOMBAL,EUSEBE BOMBAL
GAUBRE,GAUBRE
MARIE COURNIL,MARIE COURNIL
LORETO MATERNELLE,LORETO 
ECOLE MATERNELLE AUGUSTIN GAMB,AUGUSTIN GAMB
BONIFACIO,BONIFACIO
JULIEN COLONNA TIUCCIA,JULIEN COLONNA TIUCCIA
PORTICCIO,PORTICCIO
MOCA CROCE,MOCA CROCE
QUENZA,QUENZA
SARI SOLENZARA ELEMENTAIRE,SARI SOLENZARA 
SARROLA MEZZANA MATERNELLE,SARROLA MEZZANA 
LES TILLEULS FIGARELLA STA MAR,LES TILLEULS FIGARELLA STA MAR
BUTHEGNEMONT,BUTHEGNEMONT
DE LA VALLEE DE LA SAULX,DE LA VALLEE DE LA SAULX
LES BERGERS DES ETOILES,LES BERGERS DES ETOILES
LOU PLANAS,LOU PLANAS
MAFFRE-BAUGE,MAFFREBAUGE
NOTRE DAME - SAINT PIERRE,NOTRE DAME  SAINT PIERRE
SUN YAT SEN,SUN YAT SEN
AGNES VARDA,AGNES VARDA
JEAN DELHON,JEAN DELHON
GRAINES DE PLUME,GRAINES DE PLUME
FELIX MIDY,FELIX MIDY
LE LANCEUMONT,LE LANCEUMONT
CITE LA RUCHE,CITE LA RUCHE
VIEUX STIRING,VIEUX STIRING
TORCHEVILLE,TORCHEVILLE
DU CAUSSE,DU CAUSSE
SAINT-CYPRIEN-SUR-DOURDOU,SAINTCYPRIENSURDOURDOU
VERSOLS,VERSOLS
EEPU GALIAX,EEPU GALIAX
EEPU LADEVEZE RIVIERE,EEPU LADEVEZE RIVIERE
EEPU LELIN LAPUJOLE,EEPU LELIN LAPUJOLE
ELEMENTAIRE - CORCIEUX,CORCIEUX
CENTRE - PROVENCHERES/FAVE,PROVENCHERES/FAVE
M. MATHIS - ST-MICHEL/MEURTHE,M. MATHIS  STMICHEL/MEURTHE
PIERRE CONGAR/FOND DE GIVONNE,PIERRE CONGAR/FOND DE GIVONNE
LES TROIS MOULINS L'AYGUIERE,LES TROIS MOULINS L'AYGUIERE
GERMAIN BERTON,GERMAIN BERTON
BOURDONS-AGEVILLE,BOURDONSAGEVILLE
DE LA SOMME-SOUDE,DE LA SOMMESOUDE
L AIGUILLE,L AIGUILLE
GERMAIN DAVID,GERMAIN DAVID
ST ELOI,ST ELOI
NICOLAS DOURIEU,NICOLAS DOURIEU
VILLA CLARA,VILLA CLARA
VANCAUWENBERGHE,VANCAUWENBERGHE
RENE POILVERT,RENE POILVERT
J. FONTAINE- LE GROS THEIL,J. FONTAINE LE GROS THEIL
LES PRUNUS-AUBEVOYE,LES PRUNUSAUBEVOYE
CARSIX,CARSIX
PACY SUR EURE,PACY SUR EURE
PAUL HERPIN / GEORGE SAND,PAUL HERPIN / GEORGE SAND
SYLVAINS LES MOULINS,SYLVAINS LES MOULINS
BOSC RENOULT EN ROUMOIS,BOSC RENOULT EN ROUMOIS
CONDORCET/ MERIMEE-VERNEUIL,CONDORCET/ MERIMEEVERNEUIL
ROUQUIE-LACORE,ROUQUIELACORE
MARIN MARIE,MARIN MARIE
ANDRE PARENT,ANDRE PARENT
SAINT-LOUIS (TOURLAVILLE),SAINTLOUIS (TOURLAVILLE)
SAINTE-MARIE (EQUEURDREVILLE-H,SAINTEMARIE (EQUEURDREVILLEH
LUFLADE,LUFLADE
CLEMENT MAROT,CLEMENT MAROT
ST LEON,ST LEON
LE BRAOU,LE BRAOU
HAUT DE GAN,HAUT DE GAN
LOUIS BARTHOU,LOUIS BARTHOU
ORAN-CONSTANTINE,ORANCONSTANTINE
GROUPE SCOLAIRE CURIE-PREVERT,CURIEPREVERT
LE TOURMONT,LE TOURMONT
ROMANET,ROMANET
ST SYMPHORIEN SUR COUZE,ST SYMPHORIEN SUR COUZE
CHAMADELLE,CHAMADELLE
LANGE,LANGE
SAINT-MATTHIEU,SAINTMATTHIEU
JEAN ELIE VILLEMUR,JEAN ELIE VILLEMUR
EMILE SENTENAC,EMILE SENTENAC
LES GRENOUILLES,LES GRENOUILLES
DOCTEUR BRAU,DOCTEUR BRAU
RAYMOND LOUIS,RAYMOND LOUIS
LE CHAT CLOCHE,LE CHAT CLOCHE
LA BONNE NOUVELLE,LA BONNE NOUVELLE
GEORGES L. MERRITT,GEORGES L. MERRITT
PAUL LACOMBE,PAUL LACOMBE
PIERRE PAUL RIQUET,PIERRE PAUL RIQUET
DE L EST,DE L EST
JEANNE BLETON,JEANNE BLETON
PITON DE LA RAVINE BLANCHE,PITON DE LA RAVINE BLANCHE
PAUL REIG,PAUL REIG
JEANNE NATIVEL,JEANNE NATIVEL
ALEXIS DE VILLENEUVE,ALEXIS DE VILLENEUVE
HYACINTHE RIGAUD,HYACINTHE RIGAUD
ALBERT MONTLIVET,ALBERT MONTLIVET
LES BRUILHOLS,LES BRUILHOLS
MATHILDE FRAPPIER D.MONTBENOIT,MATHILDE FRAPPIER D.MONTBENOIT
PIERRE ET MARIE CURIE   (G3),PIERRE ET MARIE CURIE   (G3)
RUISSEAU,RUISSEAU
SIMON BOLIVAR EA,SIMON BOLIVAR EA
RAVINE BOUILLE,RAVINE BOUILLE
ALQUIER DEBROUSSE,ALQUIER DEBROUSSE
SAINT-FELIX,SAINTFELIX
HOPITAL ST LOUIS F,HOPITAL ST LOUIS F
ARNOLD NETTER,ARNOLD NETTER
CONVENTION,CONVENTION
PYRENEES,PYRENEES
TOURTILLE,TOURTILLE
MOURAUD,MOURAUD
RECHIT HOMMA,RECHIT HOMMA
VIGEE LEBRUN EA,VIGEE LEBRUN EA
R.P.I. COUESMES VAUCE,R.P.I. COUESMES VAUCE
RPIC 29 CHANTENAY-VILLEDIEU,RPIC 29 CHANTENAYVILLEDIEU
ALBERT CAMUS VICTOR HUGO,ALBERT CAMUS VICTOR HUGO
RPID 44 COULANS-SUR-GEE (MATER,RPID 44 COULANSSURGEE (MATER
DE FAY,DE FAY
MUNHO IKASTOLA,MUNHO IKASTOLA
LAFITTE,LAFITTE
STE JEANNE-D ARC,STE JEANNED ARC
JARDIN D'ENFANTS L'ARC-EN-CIEL,JARDIN D'ENFANTS L'ARCENCIEL
CHARLES MOUREU,CHARLES MOUREU
DES QUATRE COINS DU MONDE,DES QUATRE COINS DU MONDE
DONOSTEI,DONOSTEI
URDAZURI,URDAZURI
PAUL DE SALVANDY,PAUL DE SALVANDY
BAIGORRIKO AMA IKASTOLA,BAIGORRIKO AMA IKASTOLA
RPID 15 PIACE,RPID 15 PIACE
RPID 32 SAINT-GERMAIN-D'ARCE,RPID 32 SAINTGERMAIND'ARCE
RPID 33 SAINT-REMY-DES-MONTS,RPID 33 SAINTREMYDESMONTS
SAINT JOSEPH STE MARIE,SAINT JOSEPH STE MARIE
RPID 1 ROBERT DESNOS - VERNIE,RPID 1 ROBERT DESNOS  VERNIE
PAUL-HENRI TISSEAU,PAULHENRI TISSEAU
STE-THERESE,STETHERESE
DES DROITS DE L'ENFANT,DES DROITS DE L'ENFANT
BUSSIERE GALANT,BUSSIERE GALANT
APPL. JEAN ZAY,APPL. JEAN ZAY
MEILHAC,MEILHAC
SAINT PRIEST LIGOURE,SAINT PRIEST LIGOURE
DU PONTOUVRE,DU PONTOUVRE
PAULINE-KERGOMARD,PAULINEKERGOMARD
EC. PRIMAIRE SAINT-SACREMENT,EC.  SAINTSACREMENT
JOSEPH LAIR,JOSEPH LAIR
LE SABLEAU,LE SABLEAU
MARCEL RICHARD,MARCEL RICHARD
LA SEBE F. ESCLANGON,LA SEBE F. ESCLANGON
PRESIDIAL,PRESIDIAL
RILHAC RANCON,RILHAC RANCON
VAL D'ISSOIRE,VAL D'ISSOIRE
VAILLANT-COUTURIER,VAILLANTCOUTURIER
BLIS ET BORN,BLIS ET BORN
MAURICE ALBE-LES BARRIS,MAURICE ALBELES BARRIS
SAINTE MARTHE - SAINT JEAN,SAINTE MARTHE  SAINT JEAN
MARSANEIX,MARSANEIX
JEANNE D'ARC OSIRIS,JEANNE D'ARC OSIRIS
PAIZAY LE TORT,PAIZAY LE TORT
POUFFONDS,POUFFONDS
ALFRED DANEY,ALFRED DANEY
ABADIE,ABADIE
SAINT-GERY,SAINTGERY
LA LEBADE,LA LEBADE
